DK IB EO LIQ.SOV.DIV.7-10;DE000ETFL151;000ETFL15;EL4P;EXCHANGE TRADED FUNDS - RENTEN
DK IB EO LIQ.SOV.DIV.10+;DE000ETFL169;000ETFL16;EL4Q;EXCHANGE TRADED FUNDS - RENTEN
DK DB EUROG.GERMANY;DE000ETFL177;000ETFL17;EL4R;EXCHANGE TRADED FUNDS - RENTEN
DK DB EUROG.GERMANY 1-3;DE000ETFL185;000ETFL18;EL4S;EXCHANGE TRADED FUNDS - RENTEN
DK DB EUROG.GERMANY 3-5;DE000ETFL193;000ETFL19;EL4T;EXCHANGE TRADED FUNDS - RENTEN
DK DB EUROG.GERMANY 5-10;DE000ETFL201;000ETFL20;EL4U;EXCHANGE TRADED FUNDS - RENTEN
DK DB EUROG.GERMANY 10+;DE000ETFL219;000ETFL21;EL4V;EXCHANGE TRADED FUNDS - RENTEN
DK DB EUROG.GER.MONEYM.;DE000ETFL227;000ETFL22;EL4W;EXCHANGE TRADED FUNDS - RENTEN
DK STOXX EUROPE 50;DE000ETFL250;000ETFL25;EL4Y;EXCHANGE TRADED FUNDS - PASSIV
DK MSCI USA;DE000ETFL268;000ETFL26;EL4Z;EXCHANGE TRADED FUNDS - PASSIV
DK MSCI USA MC;DE000ETFL276;000ETFL27;EL41;EXCHANGE TRADED FUNDS - PASSIV
DK MSCI EUROPE;DE000ETFL284;000ETFL28;EL42;EXCHANGE TRADED FUNDS - PASSIV
DK MSCI EUROPE MC;DE000ETFL292;000ETFL29;EL43;EXCHANGE TRADED FUNDS - PASSIV
DK MSCI JAPAN;DE000ETFL300;000ETFL30;EL44;EXCHANGE TRADED FUNDS - PASSIV
DK MSCI JAPAN MC;DE000ETFL318;000ETFL31;EL45;EXCHANGE TRADED FUNDS - PASSIV
DK MSCI CHIN.EX A SH.U.E.;DE000ETFL326;000ETFL32;EL46;EXCHANGE TRADED FUNDS - PASSIV
DK MSCI EMERGING MARKETS;DE000ETFL342;000ETFL34;EL40;EXCHANGE TRADED FUNDS - PASSIV
DK IBOXX EO L.GE.COV.DIV.;DE000ETFL359;000ETFL35;EL48;EXCHANGE TRADED FUNDS - RENTEN
DK IBOXX EO LIQ.CORP.DIV.;DE000ETFL375;000ETFL37;EL49;EXCHANGE TRADED FUNDS - RENTEN
DK IBOXX EO L.NON-FI.DIV.;DE000ETFL383;000ETFL38;EFQ8;EXCHANGE TRADED FUNDS - RENTEN
DK DB EUROGOV FRANCE;DE000ETFL425;000ETFL42;EFQ2;EXCHANGE TRADED FUNDS - RENTEN
DEKA MDAX;DE000ETFL441;000ETFL44;ELF1;EXCHANGE TRADED FUNDS - PASSIV
DEKA MSCI EUR.EX EMU U.E.;DE000ETFL458;000ETFL45;ELF5;EXCHANGE TRADED FUNDS - PASSIV
DEKA OEKOM EO NACHH.U.ETF;DE000ETFL474;000ETFL47;ELFB;EXCHANGE TRADED FUNDS - PASSIV
DEKA EUROZ.R.P.1-10 U.ETF;DE000ETFL490;000ETFL49;ELFD;EXCHANGE TRADED FUNDS - RENTEN
DEKA MSCI WORLD UCITS ETF;DE000ETFL508;000ETFL50;ELFW;EXCHANGE TRADED FUNDS - PASSIV
DEKA GERMANY 30 UCITS ETF;DE000ETFL516;000ETFL51;ELFG;EXCHANGE TRADED FUNDS - PASSIV
DEKA US TREAS.7-10 UC.ETF;DE000ETFL524;000ETFL52;ELFE;EXCHANGE TRADED FUNDS - RENTEN
DEKA EO CORP.0-3 LIQ.U.E.;DE000ETFL532;000ETFL53;ELFF;EXCHANGE TRADED FUNDS - RENTEN
COMMERZBANK ETN UNL.;DE000ETN0016;000ETN001;X00A;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0024;000ETN002;X00B;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0032;000ETN003;X00C;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0040;000ETN004;X00D;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0057;000ETN005;X00E;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0065;000ETN006;X00F;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0073;000ETN007;X00G;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0081;000ETN008;X00H;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0099;000ETN009;X00I;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0107;000ETN010;X00J;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0115;000ETN011;X00K;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0123;000ETN012;X00L;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0131;000ETN013;X00M;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0149;000ETN014;X00N;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0156;000ETN015;X00P;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0164;000ETN016;X00Q;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0172;000ETN017;X00R;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0180;000ETN018;X00S;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0198;000ETN019;X00T;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0206;000ETN020;X00U;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0214;000ETN021;X00V;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0222;000ETN022;X00W;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0230;000ETN023;X00Y;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0248;000ETN024;X00Z;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0255;000ETN025;X04A;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0263;000ETN026;X04B;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0271;000ETN027;X0CE;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0289;000ETN028;X0CF;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0297;000ETN029;X04C;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0305;000ETN030;X04D;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0313;000ETN031;X0CG;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0321;000ETN032;X0CH;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0339;000ETN033;X04E;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0347;000ETN034;X04F;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0354;000ETN035;X0DH;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0362;000ETN036;X0DI;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0370;000ETN037;X04G;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0388;000ETN038;X04H;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0396;000ETN039;X0DJ;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0404;000ETN040;X0DK;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0412;000ETN041;X04I;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0420;000ETN042;X04J;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0438;000ETN043;X0DL;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0446;000ETN044;X0DM;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0453;000ETN045;X04K;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0461;000ETN046;X04L;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0479;000ETN047;X0DN;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0487;000ETN048;X0DP;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0495;000ETN049;X04M;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0503;000ETN050;X04N;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0511;000ETN051;X0DQ;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0529;000ETN052;X0DR;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0537;000ETN053;X04P;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0545;000ETN054;X04Q;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0552;000ETN055;X0DS;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0735;000ETN073;X04V;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0743;000ETN074;X04W;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0750;000ETN075;X0DY;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0768;000ETN076;X0DZ;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0776;000ETN077;X04X;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0784;000ETN078;X04Y;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0818;000ETN081;X0CA;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0826;000ETN082;X0CB;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0834;000ETN083;X000;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0842;000ETN084;X040;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0859;000ETN085;X0CC;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0867;000ETN086;X0CD;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0875;000ETN087;X0C0;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0883;000ETN088;X0D0;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0AA6;000ETN0AA;X0CR;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0AB4;000ETN0AB;X0CS;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0AC2;000ETN0AC;X0CT;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0AD0;000ETN0AD;X0CU;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0AE8;000ETN0AE;X0CV;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0AF5;000ETN0AF;X0CW;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0AG3;000ETN0AG;X0CX;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0AH1;000ETN0AH;X0CY;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0AJ7;000ETN0AJ;X0CZ;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0AK5;000ETN0AK;X009;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0AL3;000ETN0AL;X049;EXCHANGE TRADED NOTES
COMMERZBANK ETN UNL.;DE000ETN0AM1;000ETN0AM;X0C9;EXCHANGE TRADED NOTES
EVONIK INDUSTRIES NA O.N.;DE000EVNK013;000EVNK01;EVK;MDAX
FRANCOTYP-POSTALIA HLDG;DE000FPH9000;000FPH900;FPH;DEUTSCHLAND
FLATEX AG  NA O.N.;DE000FTG1111;000FTG111;FTK;DEUTSCHLAND
HAPAG-LLOYD AG NA O.N.;DE000HLAG475;000HLAG47;HLAG;DEUTSCHLAND
JOST WERKE AG INH.   O.N.;DE000JST4000;000JST400;JST;SDAX
KNORR-BREMSE AG  INH O.N.;DE000KBX1006;000KBX100;KBX;MDAX
KLOECKNER + CO SE NA O.N.;DE000KC01000;000KC0100;KCO;SDAX
KION GROUP AG;DE000KGX8881;000KGX888;KGX;MDAX
K+S AG NA O.N.;DE000KSAG888;000KSAG88;SDF;MDAX
OSRAM LICHT AG NA O.N.;DE000LED4000;000LED400;OSR;MDAX
LEG IMMOBILIEN AG NA O.N.;DE000LEG1110;000LEG111;LEG;MDAX
LOTTO24 AG NA O.N.;DE000LTT0243;000LTT024;LO24;DEUTSCHLAND
NEW WORK SE  NA O.N.;DE000NWRK013;000NWRK01;NWO;SDAX
PORSCHE AUTOM.HLDG VZO;DE000PAH0038;000PAH003;PAH3;STOXX 600 REST
PATRIZIA AG NA ON;DE000PAT1AG3;000PAT1AG;PAT;SDAX
BNP PAR.ISS. O.E. ETC;DE000PB6ALU1;000PB6ALU;B4NP;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB7Z1N5;000PB7Z1N;B4NS;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB8C0P8;000PB8C0P;B4NQ;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB8LED5;000PB8LED;B4NU;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB8N1C1;000PB8N1C;B4NR;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB8R1A1;000PB8R1A;BNQN;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB8R1C7;000PB8R1C;BNQP;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB8R1L8;000PB8R1L;BNQT;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB8R1M6;000PB8R1M;BNQV;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB8R1N4;000PB8R1N;BNQQ;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB8R1T1;000PB8R1T;BNQS;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB8R1Z8;000PB8R1Z;BNQR;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB8T1N2;000PB8T1N;B4NT;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PR0R1M0;000PR0R1M;BNQW;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PR5RAU2;000PR5RAU;B4NA;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PR5RCU8;000PR5RCU;B4NB;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PR5RLU9;000PR5RLU;B4NF;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PR5RMU7;000PR5RMU;B4NM;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PR5RNU5;000PR5RNU;B4NC;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PR5RTU2;000PR5RTU;B4NE;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PR5RUM7;000PR5RUM;B4NN;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PR5RZU9;000PR5RZU;B4ND;EXCHANGE TRADED COMMODITIES
PROSIEBENSAT.1  NA O.N.;DE000PSM7770;000PSM777;PSM;MDAX
BNP PAR.ISS. O.E. ETC;DE000PZ9REA8;000PZ9REA;0GZH;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PZ9REC4;000PZ9REC;0GZB;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PZ9REE0;000PZ9REE;B4NX;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PZ9REL5;000PZ9REL;0GZK;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PZ9REM3;000PZ9REM;0GZD;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PZ9REN1;000PZ9REN;0GZC;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PZ9RET8;000PZ9RET;0GZJ;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PZ9REZ5;000PZ9REZ;0GZI;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PZ9RME3;000PZ9RME;0GZL;EXCHANGE TRADED COMMODITIES
ROY ASSET HLDG INH O.N.;DE000RYSE888;000RYSE88;RY8;DEUTSCHLAND
SCHAEFFLER AG INH. VZO;DE000SHA0159;000SHA015;SHA;SDAX
SIEMENS HEALTH.AG NA O.N.;DE000SHL1006;000SHL100;SHL;MDAX
STRATEC SE  NA O.N.;DE000STRA555;000STRA55;SBS;DEUTSCHLAND
SYMRISE AG INH. O.N.;DE000SYM9999;000SYM999;SY1;MDAX
TELE COLUMBUS AG NA O.N.;DE000TCAG172;000TCAG17;TC1;DEUTSCHLAND
TALANX AG NA O.N.;DE000TLX1005;000TLX100;TLX;SDAX
TRATON SE   INH O.N.;DE000TRAT0N7;000TRAT0N;8TRA;SDAX
TUI AG NA O.N.;DE000TUAG000;000TUAG00;TUI1;DEUTSCHLAND
UNIPER SE  NA O.N.;DE000UNSE018;000UNSE01;UN01;MDAX
WACKER NEUSON SE NA O.N.;DE000WACK012;000WACK01;WAC;SDAX
SILTRONIC AG NA O.N.;DE000WAF3001;000WAF300;WAF;MDAX
WACKER CHEMIE        O.N.;DE000WCH8881;000WCH888;WCH;SDAX
WINDELN.DE SE INH O.N.;DE000WNDL193;000WNDL19;WDLK;DEUTSCHLAND
ZALANDO SE;DE000ZAL1111;000ZAL111;ZAL;MDAX
ZHONGDE WASTE TECHNOLOGY;DE000ZDWT018;000ZDWT01;ZEF;DEUTSCHLAND
ZEAL NETWORK SE NA O.N.;DE000ZEAL241;000ZEAL24;TIMA;DEUTSCHLAND
VESTAS WIND SYST. NAM.DK1;DK0010268606;913769;VWS;SKANDINAVIEN
COLOPLAST NAM. B    DK 1;DK0060448595;000A1KAGC;CBHD;SKANDINAVIEN
NOVO-NORDISK NAM.B DK-,20;DK0060534915;000A1XA8R;NOVC;SKANDINAVIEN
WITR COM.SEC.DZ06/UN.WTI;DE000A0KRJX4;000A0KRJX;OD7F;EXCHANGE TRADED COMMODITIES
WITR COM.SEC.DZ06/UN.UGAS;DE000A0KRJY2;000A0KRJY;OD7G;EXCHANGE TRADED COMMODITIES
WITR COM.SEC.DZ06/UN.HEAT;DE000A0KRJ02;000A0KRJ0;OD7I;EXCHANGE TRADED COMMODITIES
WITR COM.SEC.DZ06/UN.NGAS;DE000A0KRJ36;000A0KRJ3;OD7L;EXCHANGE TRADED COMMODITIES
WITR COM.SEC.DZ06/UN.IDX;DE000A0KRKD4;000A0KRKD;OD7W;EXCHANGE TRADED COMMODITIES
WITR COM.SEC.DZ06/UN.IDX;DE000A0KRKJ1;000A0KRKJ;OD72;EXCHANGE TRADED COMMODITIES
WITR OIL SEC DZ06/UN.OILB;DE000A0KRKM5;000A0KRKM;OESA;EXCHANGE TRADED COMMODITIES
WITR OIL SEC DZ06/UN.OILW;DE000A0KRKN3;000A0KRKN;OESB;EXCHANGE TRADED COMMODITIES
WITR COM.SEC.DZ07/UN.IDX;DE000A0SVX42;000A0SVX4;9GAG;EXCHANGE TRADED COMMODITIES
WITR COM.SEC.DZ08/UN.IDX;DE000A0V9XY2;000A0V9XY;9GA7;EXCHANGE TRADED COMMODITIES
WITR COM.SEC.DZ08/UN.IDX;DE000A0V9X41;000A0V9X4;4RTD;EXCHANGE TRADED COMMODITIES
XTR BRENT OPT Y EUR H 60;DE000A1AQGX1;000A1AQGX;XETC;EXCHANGE TRADED COMMODITIES
XTR ENERGY OPT Y EUR H60;DE000A1ED2J2;000A1ED2J;XCTH;EXCHANGE TRADED COMMODITIES
XTR BRENT OPT YIELD E 61;DE000A1KYN55;000A1KYN5;XCTL;EXCHANGE TRADED COMMODITIES
WITR H.COM.SEC.Z12/UN.IDX;DE000A1NZLM8;000A1NZLM;00XM;EXCHANGE TRADED COMMODITIES
WITR H.COM.SEC.Z12/UN.IDX;DE000A1NZLP1;000A1NZLP;00XP;EXCHANGE TRADED COMMODITIES
WITR H.COM.SEC.Z12/UN.IDX;DE000A1N3G19;000A1N3G1;00XT;EXCHANGE TRADED COMMODITIES
WITR COM.SEC.Z12/UN.INDEX;DE000A1N49P6;000A1N49P;OOEA;EXCHANGE TRADED COMMODITIES
WITR COM.SEC.Z12/UN.IDX;DE000A1N49Q4;000A1N49Q;OOEB;EXCHANGE TRADED COMMODITIES
WITR H.COM.SEC.Z12/UN.IDX;DE000A1Y7Y36;000A1Y7Y3;EHEN;EXCHANGE TRADED COMMODITIES
WITR MU.AS.I. ETP 2062;DE000A133ZT6;000A133ZT;O1LL;EXCHANGE TRADED COMMODITIES
WITR MU.AS.I. ETP 2062;DE000A133ZU4;000A133ZU;NGXL;EXCHANGE TRADED COMMODITIES
WITR MU.AS.I. ETP 2062;DE000A133ZV2;000A133ZV;O1LS;EXCHANGE TRADED COMMODITIES
WITR MU.AS.I.NGAS.ETP2062;DE000A133ZW0;000A133ZW;NGXS;EXCHANGE TRADED COMMODITIES
WITR MU.AS.I.WTI OIL ETC;DE000A18HC25;000A18HC2;0LJC;EXCHANGE TRADED COMMODITIES
WITR MU.AS.I.BRENTOIL;DE000A18HC33;000A18HC3;0LJD;EXCHANGE TRADED COMMODITIES
WITR COM.SEC.DZ08/UN.IDX;DE000A2BDEB6;000A2BDEB;4RT6;EXCHANGE TRADED COMMODITIES
WITR COM.SEC.DZ08/UN.IDX;DE000A2BDED2;000A2BDED;4RUC;EXCHANGE TRADED COMMODITIES
WITR MU.AS.I. ETP Z 2062;DE000A2BGQZ2;000A2BGQZ;3BFM;EXCHANGE TRADED COMMODITIES
WITR MU.AS.I. ETP Z 2062;DE000A2BGQ05;000A2BGQ0;3BFS;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0274;000ETC027;X0C1;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0282;000ETC028;X0C2;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0290;000ETC029;X0D1;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0308;000ETC030;X0D2;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0316;000ETC031;X0C3;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0324;000ETC032;X0C4;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0332;000ETC033;X0D3;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0340;000ETC034;X0D4;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0357;000ETC035;X0C5;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0365;000ETC036;X0C6;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0399;000ETC039;X0C7;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0407;000ETC040;X0C8;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0415;000ETC041;X0D7;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0423;000ETC042;X0D8;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0514;000ETC051;X0B1;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0522;000ETC052;X0B2;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0530;000ETC053;X0B3;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0548;000ETC054;X0B4;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0555;000ETC055;X0B5;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0563;000ETC056;X0B6;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0571;000ETC057;X0B7;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0589;000ETC058;X0B8;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0837;000ETC083;X0E1;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0845;000ETC084;X0E2;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0878;000ETC087;X0E5;EXCHANGE TRADED COMMODITIES
COMMERZBANK ETC UNL.;DE000ETC0886;000ETC088;X0E6;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB6BEN9;000PB6BEN;B4N2;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB6D1Z6;000PB6D1Z;B4N1;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB6GAS5;000PB6GAS;BNQ9;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB6H1T5;000PB6H1T;B4N3;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB6R1B1;000PB6R1B;BNQC;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB6R1D7;000PB6R1D;BNQF;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB6R1G0;000PB6R1G;BNQE;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB6R1H8;000PB6R1H;BNQH;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB6R1W7;000PB6R1W;BNQD;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB6R101;000PB6R10;BNQG;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PB8R1E3;000PB8R1E;BNQU;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PR5RBU0;000PR5RBU;BNQ7;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PS7WT17;000PS7WT1;BNQB;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PS701L2;000PS701L;BNQA;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PR5RDU6;000PR5RDU;B4NI;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PR5REU4;000PR5REU;B4NL;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PR5RGU9;000PR5RGU;B4NH;EXCHANGE TRADED COMMODITIES
BNP PAR.ISS. O.E. ETC;DE000PR5RHU7;000PR5RHU;B4NK;EXCHANGE TRADED COMMODITIES
