X(IE)-DL EM BD Q.WE.2DEOH;IE00BD4DXB77;000A144GC;XQUE;EXCHANGE TRADED FUNDS - RENTEN
UIE-MSCI W.ETF ADLA;IE00BD4TXV59;000A2PK5J;UETW;EXCHANGE TRADED FUNDS - PASSIV
UBS I.ETF-M.U.H.T.EO EOAA;IE00BD4TYG73;000A1W5DE;UBUJ;EXCHANGE TRADED FUNDS - PASSIV
SPDR FTSE UK ALL SHARE;IE00BD5FCF91;000A2JHMP;ZPRD;ETF - CURRENCY GBP
IM-I.GS EQU.FAC.I.EM A.DL;IE00BD5KGK77;000A2JQDG;FEEM;EXCHANGE TRADED FUNDS - PASSIV
PFISE.-E ST HY CB ISU.EOA;IE00BD8D5G25;000A2DLP1;EUHA;EXCHANGE TRADED FUNDS - RENTEN
PFISE.-E ST HY CB ISU.EOI;IE00BD8D5H32;000A2DLP2;EUHI;EXCHANGE TRADED FUNDS - RENTEN
JPM-BETAB.U.T.B.1-3Y DLA;IE00BD9MMD49;000A2JG3B;JA13;EXCHANGE TRADED FUNDS - RENTEN
JPM I-EO ULTRA-SH.INC.EOA;IE00BD9MMF62;000A2JG3C;JEST;EXCHANGE TRADED FUNDS - AKTIV
ISHSIII-CORE GL.A.BD EOAH;IE00BDBRDM35;000A2H6ZT;EUNA;EXCHANGE TRADED FUNDS - RENTEN
VANG.USD CORP.1-3 YR BDD;IE00BDD48R20;000A2JCCL;VUSC;EXCHANGE TRADED FUNDS - RENTEN
ISHSII-JPM.ESG DL EM B.U.;IE00BDDRDW15;000A2JQ2J;36B1;EXCHANGE TRADED FUNDS - RENTEN
JPM I-DL EM.MK.SO.BD.EOHA;IE00BDDRDY39;000A2JQ3G;JMBE;EXCHANGE TRADED FUNDS - RENTEN
JPM ICAV-EQ L.S.U.ETF EOH;IE00BDDRF148;000A2JQ3E;JLEE;EXCHANGE TRADED FUNDS - AKTIV
ISHSV-S+P500 C.S.U.ETF DL;IE00BDDRF478;000A2JQ2H;IU5C;EXCHANGE TRADED FUNDS - PASSIV
IM-I.TRAD.EUR.VAL.FACT.A;IE00BDFB5708;000A2DWCX;PFTV;EXCHANGE TRADED FUNDS - PASSIV
IM-I.TRAD.EUR.QUAL.FAC.A;IE00BDFB5815;000A2DWCY;PFTQ;EXCHANGE TRADED FUNDS - PASSIV
IM-I.TRAD.EU.L.BETA FAC.A;IE00BDFB5922;000A2DWCZ;PFTB;EXCHANGE TRADED FUNDS - PASSIV
IM-I.TRA.EUR.PR.MOM.FAC.A;IE00BDFB5B42;000A2DWC0;PFTP;EXCHANGE TRADED FUNDS - PASSIV
IM-I.TR.EUR.EAS.MOM.FAC.A;IE00BDFB5C58;000A2DWC1;PFTE;EXCHANGE TRADED FUNDS - PASSIV
VANECK VEC.NAT.RESOU. ADL;IE00BDFBTK17;000A2DYHW;HAP1;EXCHANGE TRADED FUNDS - PASSIV
VANECK VECT.GLOB.MINING A;IE00BDFBTQ78;000A2JDEJ;WMIN;EXCHANGE TRADED FUNDS - PASSIV
VANECK VEC.PREF.US E.ADLA;IE00BDFBTR85;000A2DYHX;PVF1;EXCHANGE TRADED FUNDS - PASSIV
JPM I-DL EM.MK.SOV.BD.DLD;IE00BDFC6G93;000A2JBL7;JPBM;EXCHANGE TRADED FUNDS - RENTEN
JPM I-DL ULTRA-SH.INC.DLD;IE00BDFC6Q91;000A2JBL6;JPPS;EXCHANGE TRADED FUNDS - AKTIV
ISHS VI-DIV.COM.S.U.ETF;IE00BDFL4P12;000A2DK6R;SXRS;EXCHANGE TRADED FUNDS - PASSIV
X(IE)-MSCI EMU MIN.V.1DEO;IE00BDGN9Z19;000A2AP5L;XMVE;EXCHANGE TRADED FUNDS - PASSIV
ISHSII-DL TIPS 0-5 U.ETF;IE00BDQYWQ65;000A2DKPQ;SXRH;EXCHANGE TRADED FUNDS - RENTEN
ISHSIII-IS.INT.CR.BD U.E.;IE00BDQZ5152;000A2DKPP;SXRF;EXCHANGE TRADED FUNDS - RENTEN
UBS(IRL)ETF-MS.AC.S.EOAAH;IE00BDR55927;000A2H5CB;AW1R;EXCHANGE TRADED FUNDS - PASSIV
X(IE)-USD HIGH YLD C.B.1D;IE00BDR5HM97;000A2DXQ6;XUHY;EXCHANGE TRADED FUNDS - RENTEN
IMII-I.EUR.FL.RA.NO.AEOD;IE00BDRTCP90;000A2JF1F;EFNT;EXCHANGE TRADED FUNDS - RENTEN
VANECK JPM EM LCB ETF ADL;IE00BDS67326;000A2DQKN;EM1C;EXCHANGE TRADED FUNDS - RENTEN
SPDR T.R.GL CON.BD UE EOH;IE00BDT6FP91;000A2JE3J;SPF1;EXCHANGE TRADED FUNDS - RENTEN
IMII-I.PREFERRED SHS;IE00BDT8V027;000A2JEE2;PDSE;EXCHANGE TRADED FUNDS - RENTEN
IMIII-I.S+P 500 QVM A;IE00BDZCKK11;000A2DMBV;QVMP;EXCHANGE TRADED FUNDS - PASSIV
ISHSII-DL TIPS EO-H. ACC.;IE00BDZVH966;000A2JDYH;IBC5;EXCHANGE TRADED FUNDS - RENTEN
ISHSIV-MSCI WLD.SRI U.DLD;IE00BDZZTM54;000A2DX7X;2B7J;EXCHANGE TRADED FUNDS - PASSIV
ISHSII-DL FR BD ETF EOHDD;IE00BF11F458;000A2DUC4;SXRR;EXCHANGE TRADED FUNDS - RENTEN
SDPR MSCI ACWI HGD.EOA;IE00BF1B7389;000A2JQU5;SPP1;EXCHANGE TRADED FUNDS - PASSIV
SPDR BL.BA.GL.AG.BD DLHUE;IE00BF1QPH33;000A2H8NM;SPFU;ETF RENTEN - FOREIGN CURRENCY
SPDR BL.BA.GL.AG.BD LSHUE;IE00BF1QPJ56;000A2H8NN;SPFB;ETF RENTEN - FOREIGN CURRENCY
SPDR BL.BA.GL.AG.BD EOHUE;IE00BF1QPL78;000A2H8NQ;SPFE;EXCHANGE TRADED FUNDS - RENTEN
FRAN.LIB.Q EM EQ.UC.DLA;IE00BF2B0K52;000A2DTF1;FLXE;EXCHANGE TRADED FUNDS - PASSIV
FRAN.LIB.Q EU DIV.UC. EOD;IE00BF2B0L69;000A2DTF2;FLXD;EXCHANGE TRADED FUNDS - PASSIV
FRAN.LIB.Q GL.DIV.UC.DLD;IE00BF2B0M76;000A2DTF0;FLXX;EXCHANGE TRADED FUNDS - PASSIV
FRAN.LIB.Q GL.EQ.SRI DLA;IE00BF2B0N83;000A2DTF3;FLXG;EXCHANGE TRADED FUNDS - PASSIV
FRAN.LIB.Q US EQ.UC. DLA;IE00BF2B0P08;000A2DTFZ;FLXU;EXCHANGE TRADED FUNDS - PASSIV
IMII-US T.B7-10 DLD;IE00BF2FN646;000A2N7D2;TRDX;EXCHANGE TRADED FUNDS - RENTEN
I.M.II-US T.B.7-10 YE.EOH;IE00BF2FN869;000A2PELX;TRDE;EXCHANGE TRADED FUNDS - RENTEN
IMII-US T.B.1-3 DLD;IE00BF2FNG46;000A2N7D1;TRD3;EXCHANGE TRADED FUNDS - RENTEN
INV.M.II-US TR.B.3-7 Y.DL;IE00BF2FNQ44;000A2N8PA;TRD7;EXCHANGE TRADED FUNDS - RENTEN
IMII-US TRE.BD DLD;IE00BF2GFH28;000A2N7D0;TRDS;EXCHANGE TRADED FUNDS - RENTEN
ISHSIV-E.MSCI EMU MUL.EOA;IE00BF2PG656;000A2H7FK;EDMF;EXCHANGE TRADED FUNDS - PASSIV
JPM ICAV-MGD FUTS EFT EOH;IE00BF2SYS28;000A2JQ3F;JMFE;EXCHANGE TRADED FUNDS - AKTIV
ISHSII-DLHY CORP BD EOHDD;IE00BF3N7102;000A2DUCX;IBC2;EXCHANGE TRADED FUNDS - RENTEN
ISHSIV-FALL.A.H.Y.C.BDEHD;IE00BF3N7219;000A2DUC1;IBC7;EXCHANGE TRADED FUNDS - RENTEN
JPM I-GL.RES.ENH.I.E. DLA;IE00BF4G6Y48;000A2DWM6;JREG;EXCHANGE TRADED FUNDS - AKTIV
JPM I-GL.EM RES.E.I.E.DLA;IE00BF4G6Z54;000A2DWM5;JREM;EXCHANGE TRADED FUNDS - AKTIV
JPM I-US RES.ENH.I.E. DLA;IE00BF4G7076;000A2DWM7;JREU;EXCHANGE TRADED FUNDS - AKTIV
JPM I-EU RES.ENH.I.EQ.EOA;IE00BF4G7183;000A2DWM4;JREE;EXCHANGE TRADED FUNDS - AKTIV
JPM ICAV-MGD FUTS EFT DLA;IE00BF4G7290;000A2DWRZ;JPGM;EXCHANGE TRADED FUNDS - AKTIV
JPM ICAV-EQ L.S.U.ETF DLA;IE00BF4G7308;000A2DWR0;JPQE;EXCHANGE TRADED FUNDS - AKTIV
OSSIAM-W.MA.LE. 1ADLA;IE00BF4Q3545;000A2N87S;OWLU;EXCHANGE TRADED FUNDS - AKTIV
OSSIAM-W.MA.LE. 1AEOA;IE00BF4Q4063;000A2N87R;OWLE;EXCHANGE TRADED FUNDS - AKTIV
ISHSIII-M.W.S.C.U.ETF DLA;IE00BF4RFH31;000A2DWBY;IUSN;EXCHANGE TRADED FUNDS - PASSIV
IMII-I.EUR.CORPORATE BD A;IE00BF51K249;000A2DX8S;PSFE;EXCHANGE TRADED FUNDS - RENTEN
VE VEC.GL.F.ANGEL.HY BD A;IE00BF540Z61;000A2JEMG;GFEA;EXCHANGE TRADED FUNDS - RENTEN
VE VEC.EM.MKT.HY BD A;IE00BF541080;000A2JEMH;HY3M;EXCHANGE TRADED FUNDS - RENTEN
JPM(I)-US CB REIU ETF DLA;IE00BF59RV63;000A2N76C;JRUB;EXCHANGE TRADED FUNDS - AKTIV
JPM(I)-JPM ECB1-5YREI EOA;IE00BF59RW70;000A2N76E;JER5;EXCHANGE TRADED FUNDS - AKTIV
JPM(I)-JPM ECBREI ETF EOA;IE00BF59RX87;000A2N76D;JREB;EXCHANGE TRADED FUNDS - AKTIV
ISHSII-DL FR BD ETF EOD;IE00BF5GB717;000A2JBMD;EFRN;EXCHANGE TRADED FUNDS - RENTEN
PFIS ETF-P.CB S.U.ETF EOI;IE00BF8HV717;000A1W6DJ;COVR;EXCHANGE TRADED FUNDS - AKTIV
X(IE)-IB.DL C.B.Y.P. 1D;IE00BF8J5974;000A2H5F5;XYLD;EXCHANGE TRADED FUNDS - RENTEN
OSSIAM-O.ESG LC S.B.C.US;IE00BF92LR56;000A2JFY6;5HED;EXCHANGE TRADED FUNDS - AKTIV
OSSIAM-O.ESG LC S.B.C.US;IE00BF92LV92;000A2JFY7;5HEE;EXCHANGE TRADED FUNDS - AKTIV
IM-I.G.SACHS EQ.FA.I.WO.A;IE00BFG1RG61;000A1W6MU;SMLW;EXCHANGE TRADED FUNDS - PASSIV
XTR.-IBOX.DL 2CEOH;IE00BFMKQ930;000A2JNWQ;XYLE;EXCHANGE TRADED FUNDS - RENTEN
X(IE)-ESG MSCI EUROPE 1C;IE00BFMNHK08;000A2JHSG;XZEU;EXCHANGE TRADED FUNDS - PASSIV
X(IE)-ESG MSCI USA 1C;IE00BFMNPS42;000A2JHSH;XZMU;EXCHANGE TRADED FUNDS - PASSIV
VANGUARD FTSE JP.UETF DLA;IE00BFMXYX26;000A2PLS8;VJPA;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-MSCI EMU ESG S.EOA;IE00BFNM3B99;000A2N48B;SLMA;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-MSCI EMU ESG S.EOD;IE00BFNM3C07;000A2N48C;SLMB;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-MSCI EUR.ESG S.EOA;IE00BFNM3D14;000A2N48D;SLMC;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-MSCI EUR.ESG S.EOD;IE00BFNM3F38;000A2N48E;SLMD;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-MSCI USA ESG S.DLA;IE00BFNM3G45;000A2N6TB;SGAS;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-MSCI USA ESG S.DLD;IE00BFNM3H51;000A2N6TC;SLUS;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-MSCI WLD ESG S.DLA;IE00BFNM3J75;000A2N6TD;SNAW;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-MSCI WLD ESG S.DLD;IE00BFNM3K80;000A2N6TE;S6DW;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-MSCI JAP.ESG S.DLA;IE00BFNM3L97;000A2N6TF;SGAJ;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-MSCI JAP.ESG S.DLD;IE00BFNM3M05;000A2N6TG;SODJ;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-MSCI EM IMI ES.DLD;IE00BFNM3N12;000A2N6TJ;OM3Y;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-MSCI EM IMI ES.DLA;IE00BFNM3P36;000A2N6TH;AYEM;EXCHANGE TRADED FUNDS - PASSIV
SPDR EURO STOXX L.VOL. UE;IE00BFTWP510;000A1W8WD;ZPRL;EXCHANGE TRADED FUNDS - PASSIV
SPDR S+P US CO.S.S.S.UETF;IE00BFWFPX50;000A2JPTK;ZPDK;EXCHANGE TRADED FUNDS - PASSIV
SPDR B.B.EM.LOC.BD UE.ACC;IE00BFWFPY67;000A2JPTJ;SPFA;EXCHANGE TRADED FUNDS - RENTEN
UBSI-MSCIWSFMX ADLD;IE00BFWMMG89;000A2JHA4;UIQM;EXCHANGE TRADED FUNDS - PASSIV
FRANK.L.Q AC A.XJ.ETF DLD;IE00BFWXDV39;000A2JKUU;FVSJ;EXCHANGE TRADED FUNDS - PASSIV
FRANK.L.Q EUR.EQ.ETF EOD;IE00BFWXDW46;000A2JKUV;FVUE;EXCHANGE TRADED FUNDS - PASSIV
F.L.DL IGCBETF  DLD;IE00BFWXDX52;000A2JKUW;FVUI;EXCHANGE TRADED FUNDS - AKTIV
FR.LIB.EOSM ETF  EOD;IE00BFWXDY69;000A2JKUX;FVSH;EXCHANGE TRADED FUNDS - AKTIV
ISHSVII-DLTB.3-7YR DL DIS;IE00BFXYHY63;000A2JKT2;OM3M;EXCHANGE TRADED FUNDS - RENTEN
SPDR MSCI WORLD UE DLUA;IE00BFY0GT14;000A2N6CW;SPPW;EXCHANGE TRADED FUNDS - PASSIV
IMII-I.USD FL.RATE NOT.A;IE00BFZ11324;000A2JGCE;UFLE;EXCHANGE TRADED FUNDS - RENTEN
IN.M.II-IAT1CB  HDGEOD;IE00BFZPF439;000A2JK9Y;XAT1;EXCHANGE TRADED FUNDS - RENTEN
X(IE) - MSCI USA 2CEOHD;IE00BG04M077;000A2JDYV;XD9E;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-DG.SEC. DLD;IE00BG0J4841;000A2JNYG;IS4S;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-DIGITIL.SECUR.DL A;IE00BG0J4C88;000A2JMGE;L0CK;EXCHANGE TRADED FUNDS - PASSIV
IM II-MSCI EELCP EOD;IE00BG0NY640;000A0PGVT;ICFP;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-E.MSCI EM VAL. DLA;IE00BG0SKF03;000A2JJAQ;5MVL;EXCHANGE TRADED FUNDS - PASSIV
ISIV-MWEEUETF DLD;IE00BG11HV38;000A2PDNV;EMND;EXCHANGE TRADED FUNDS - PASSIV
X(IE)-ESG MSCI JAPAN 1C;IE00BG36TC12;000A2JHSE;XZMJ;EXCHANGE TRADED FUNDS - PASSIV
X(IE)-ESG MSCI EM.MKTS 1C;IE00BG370F43;000A2JHSF;XZEM;EXCHANGE TRADED FUNDS - PASSIV
VANGUARD-GL.A.B.U.ETF EOH;IE00BG47KB92;000A2N9W4;VAGE;EXCHANGE TRADED FUNDS - RENTEN
VAN.FDS.-GL.AG.BD HGDEOA;IE00BG47KH54;000A2PJZJ;VAGF;EXCHANGE TRADED FUNDS - RENTEN
ISHSII-DCB 03ESG ETF EOHA;IE00BG5QQ390;000A2N9ZM;IU0E;EXCHANGE TRADED FUNDS - RENTEN
JPM I-DL ULTRA-SH.INC.DLA;IE00BG8BCY43;000A2N8HQ;JPPA;EXCHANGE TRADED FUNDS - AKTIV
INVES.M.II-I.E.G.B.UC.ETF;IE00BGBN6P67;000A2PA3S;BNXG;EXCHANGE TRADED FUNDS - PASSIV
ISHSII-ASIA PROP.YLD DLA;IE00BGDPWV87;000A2N8RP;AYEP;EXCHANGE TRADED FUNDS - PASSIV
ISHSII-MSCI EUR.SRI EODIS;IE00BGDPWW94;000A2N9LL;36B3;EXCHANGE TRADED FUNDS - PASSIV
IS EUR.PROP.YI.U.ETF EOA;IE00BGDQ0L74;000A2N8FS;IPRE;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-MSCI EM SRI DLDIS;IE00BGDQ0T50;000A2N9LJ;36B5;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-MSCI JAPAN SRI DL;IE00BGDQ0V72;000A2N9LK;36B4;EXCHANGE TRADED FUNDS - PASSIV
X(IE)-MSCI AC WORLD 1C;IE00BGHQ0G80;000A1W8SB;XMAW;EXCHANGE TRADED FUNDS - PASSIV
IMII-EUR.G.BD57 EOD;IE00BGJWWT11;000A2PM7M;EIB7;EXCHANGE TRADED FUNDS - RENTEN
IMII-EUR.G.BD35 EOD;IE00BGJWWV33;000A2PM7L;EIB5;EXCHANGE TRADED FUNDS - RENTEN
IMII-EUR.G.B710 EOD;IE00BGJWWW40;000A2PM7N;EIBX;EXCHANGE TRADED FUNDS - RENTEN
IMII-EUR.GOV.BD EOD;IE00BGJWWX56;000A2N7D3;EIBB;EXCHANGE TRADED FUNDS - RENTEN
IMII-EU.G.B.1-3 EOD;IE00BGJWWY63;000A2N7D4;EIB3;EXCHANGE TRADED FUNDS - RENTEN
X(IE)-S+P 500 1DEOH;IE00BGJWX091;000A2N4YV;XDPD;EXCHANGE TRADED FUNDS - PASSIV
ISHS IV-EL.VEH.+DR.T.DLA.;IE00BGL86Z12;000A2N9FP;IEVD;EXCHANGE TRADED FUNDS - PASSIV
ISHSVII-DLTB.3-7YR EUDH;IE00BGPP6473;000A2PDTT;CBUE;EXCHANGE TRADED FUNDS - RENTEN
ISHSII-DLT.BD7-10YR EODH;IE00BGPP6697;000A2PDTS;IBB1;EXCHANGE TRADED FUNDS - RENTEN
X(IE)-MSCI USA CO.ST.1DDL;IE00BGQYRQ28;000A1W9KC;XUCS;EXCHANGE TRADED FUNDS - PASSIV
X(IE)-MSCI USA CO.DI.1DDL;IE00BGQYRR35;000A1W9KB;XUCD;EXCHANGE TRADED FUNDS - PASSIV
X(IE)-MSCI USA IN.TE.1DDL;IE00BGQYRS42;000A1W9KD;XUTC;EXCHANGE TRADED FUNDS - PASSIV
ISHS DL TB 0-1YR ETF DLD;IE00BGR7L912;000A2PBNQ;IBCC;EXCHANGE TRADED FUNDS - RENTEN
X(IE)-S+P E.EX UK1DEO;IE00BGV5VM45;000A2JCAG;XUEK;EXCHANGE TRADED FUNDS - PASSIV
X(I)-AI+BIG DATA ETF 1CDL;IE00BGV5VN51;000A2N6LC;XAIX;EXCHANGE TRADED FUNDS - PASSIV
XTR(IE)-FUT.MOB.ETF 1CDL;IE00BGV5VR99;000A2N6LL;XMOV;EXCHANGE TRADED FUNDS - PASSIV
VAN.USD CORP.BD DL ACC;IE00BGYWFK87;000A2PCCH;VUCE;EXCHANGE TRADED FUNDS - RENTEN
VAN.EUR CORP.BD EOA;IE00BGYWT403;000A2PA8G;VECA;EXCHANGE TRADED FUNDS - RENTEN
VAN EUR.GOV.BD EOA;IE00BH04GL39;000A2PA8D;VGEA;EXCHANGE TRADED FUNDS - RENTEN
X(IE)-MSCI NA.H.DI.YLD 1C;IE00BH361H73;000A1W9VB;XDND;EXCHANGE TRADED FUNDS - PASSIV
SPDR DW JNES GL.RL.EST.EO;IE00BH4GR342;000A2PRUC;SPY2;EXCHANGE TRADED FUNDS - PASSIV
I.M.II-IN.MDAX U.ETF EOA;IE00BHJYDV33;000A2N7NF;DEAM;EXCHANGE TRADED FUNDS - PASSIV
UBS(I.)ETF-S+P500 ESG ADL;IE00BHXMHK04;000A2PEZ8;S5SD;EXCHANGE TRADED FUNDS - PASSIV
UBS(I.)ETF-SP500 ESGAAEOH;IE00BHXMHQ65;000A2PEJ2;S5SG;EXCHANGE TRADED FUNDS - PASSIV
ISIV-MEMUEE ETF EOD;IE00BHZPHZ28;000A2PDNS;EMNE;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-M.EMU ESC ENH.EOA;IE00BHZPJ015;000A2PCB1;EDM4;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-M.EM ESC ENH.DLA;IE00BHZPJ239;000A2PCB0;EDM2;EXCHANGE TRADED FUNDS - PASSIV
ISIV-MJEEUETF DLD;IE00BHZPJ346;000A2PDNT;EMNJ;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-M.JPN ESC ENH.DLA;IE00BHZPJ452;000A2PCB2;EDMJ;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-M.WLD ESC ENH.DLA;IE00BHZPJ569;000A2PCB4;EDMW;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-M.EUR.ESC ENH.EOD;IE00BHZPJ676;000A2PDNW;EMNU;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-M.EUR.ESC ENH.EOA;IE00BHZPJ783;000A2PCB5;EDM6;EXCHANGE TRADED FUNDS - PASSIV
ISIV-MUEEU ETF DLD;IE00BHZPJ890;000A2PDNU;OM3L;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-M.USA ESC ENH.DLA;IE00BHZPJ908;000A2PCB3;EDMU;EXCHANGE TRADED FUNDS - PASSIV
FRANK.LIB.BRAZIL ETF DLA;IE00BHZRQY00;000A2PB5U;FLXB;EXCHANGE TRADED FUNDS - PASSIV
FRANK.LIB.INDIA ETF DLA;IE00BHZRQZ17;000A2PB5W;FLXI;EXCHANGE TRADED FUNDS - PASSIV
FRANK.LIB.KOREA ETF DLA;IE00BHZRR030;000A2PB5X;FLXK;EXCHANGE TRADED FUNDS - PASSIV
FRANK.LIB.CHINA ETF DLA;IE00BHZRR147;000A2PB5V;FLXC;EXCHANGE TRADED FUNDS - PASSIV
FRANK.LIB.EO G.BD ETF EOA;IE00BHZRR253;000A2PB5T;FLRG;EXCHANGE TRADED FUNDS - AKTIV
X(IE)-MSCI WORLD 1C;IE00BJ0KDQ92;000A1XB5U;XDWD;EXCHANGE TRADED FUNDS - PASSIV
X(IE) - MSCI USA 1C;IE00BJ0KDR00;000A1XB5V;XD9U;EXCHANGE TRADED FUNDS - PASSIV
SPDR RUSS.2000US.S.CAP UE;IE00BJ38QD84;000A1XFN1;ZPRR;EXCHANGE TRADED FUNDS - PASSIV
GS ETF-GS A.R.US LCEQ DLA;IE00BJ5CNR11;000A2PPCD;GACA;EXCHANGE TRADED FUNDS - PASSIV
ISV-M.W.IN.T.S. DLD;IE00BJ5JNY98;000A2PHCC;AYEW;EXCHANGE TRADED FUNDS - PASSIV
ISV-M.W.H.C.SC. DLD;IE00BJ5JNZ06;000A2PHCD;CBUF;EXCHANGE TRADED FUNDS - PASSIV
ISV-M.W.EN.SC. DLD;IE00BJ5JP105;000A2PHCF;5MVW;EXCHANGE TRADED FUNDS - PASSIV
ISV-M.W.C.DI.S. DLD;IE00BJ5JP212;000A2PHCG;36BB;EXCHANGE TRADED FUNDS - PASSIV
ISV-M.W.C.ST.S. DLD;IE00BJ5JP329;000A2PHCH;3SUE;EXCHANGE TRADED FUNDS - PASSIV
ISHSIV-MSCI CHINA DL A;IE00BJ5JPG56;000A2PGQN;ICGA;EXCHANGE TRADED FUNDS - PASSIV
ISHSII-JPM DL EM BD EOHA;IE00BJ5JPH63;000A2PGVX;3SUD;EXCHANGE TRADED FUNDS - RENTEN
ISHSIII-MSCI S.A.C.UE DLD;IE00BJ5JPJ87;000A2PGTG;IUSW;EXCHANGE TRADED FUNDS - PASSIV
OSSIAM-O.US ESG L.CEF1ADL;IE00BJBLDJ48;000A2PG7B;OUFU;EXCHANGE TRADED FUNDS - AKTIV
OSSIAM-O.US ESG L.CEF1AEO;IE00BJBLDK52;000A2PG7C;OUFE;EXCHANGE TRADED FUNDS - AKTIV
JPM-BETAB.U.T.B.0-1Y DLA;IE00BJK3WF00;000A2PK49;BBLL;EXCHANGE TRADED FUNDS - RENTEN
JPM-BETA.USEQU. DLA;IE00BJK9H753;000A2PEJW;BBUS;EXCHANGE TRADED FUNDS - PASSIV
JPM-BETA.USEQU. DLD;IE00BJK9H860;000A2PEJX;BBUD;EXCHANGE TRADED FUNDS - PASSIV
JPM ICAV-BETAB.EO GBD EOA;IE00BJK9HD13;000A2PD1S;BBEG;EXCHANGE TRADED FUNDS - RENTEN
JPM-BETAB.US TR.BD DLA;IE00BJK9HH50;000A2PD1R;BBTR;EXCHANGE TRADED FUNDS - RENTEN
SPDR I.B0-5YEM DL G.BD A;IE00BJL36X53;000A2PJDY;ZPR6;EXCHANGE TRADED FUNDS - RENTEN
IMII-M.W.E.U.S. DLA;IE00BJQRDK83;000A2PHLM;ESGW;EXCHANGE TRADED FUNDS - PASSIV
IMII-M.E.E.U.S. EOA;IE00BJQRDL90;000A2PHLN;ESGE;EXCHANGE TRADED FUNDS - PASSIV
IMII-M.U.E.U.S. DLA;IE00BJQRDM08;000A2PHLP;ESGU;EXCHANGE TRADED FUNDS - PASSIV
I.M.II-Q.S.E.G.E.M.F.U.E.;IE00BJQRDN15;000A2PHJT;IQSA;EXCHANGE TRADED FUNDS - AKTIV
I.M.II-Q.S.E.G.E.M.F.U.E.;IE00BJQRDP39;000A2PHJU;IQSE;EXCHANGE TRADED FUNDS - AKTIV
JPM ICAV-US EQ.M.-F.DL AC;IE00BJRCLK89;000A2PJEQ;JUMF;EXCHANGE TRADED FUNDS - PASSIV
JPM ICAV-GL.EQ.M.-F.DL AC;IE00BJRCLL96;000A2PJEP;JPGL;EXCHANGE TRADED FUNDS - PASSIV
GS ETF-GS A.CHI.G.BD DLDI;IE00BJSBCS90;000A2PPCG;GASF;EXCHANGE TRADED FUNDS - RENTEN
ISHS GL.CORP.BD ETF EOHD;IE00BJSFQW37;000A2PGVV;36B7;EXCHANGE TRADED FUNDS - RENTEN
ISHS GL.HY.C.BD ETF EOHD;IE00BJSFR200;000A2PGVW;HYLE;EXCHANGE TRADED FUNDS - RENTEN
SPDR BLOOM.BAR.1-3M.T-B.A;IE00BJXRT698;000A2PM4Q;ZPR1;ETF RENTEN - FOREIGN CURRENCY
SPDR BLOOM.BA.1-3M.T-B.MH;IE00BJXRT706;000A2PM4R;ZPRM;ETF RENTEN - FOREIGN CURRENCY
X(IE)-RUSSELL MIDCAP 1CDL;IE00BJZ2DC62;000A1XEJS;XRSM;EXCHANGE TRADED FUNDS - PASSIV
X(IE)-RUSSELL 2000 1CDL;IE00BJZ2DD79;000A1XEJT;XRS2;EXCHANGE TRADED FUNDS - PASSIV
X(IE)-MSCI WORLD 1D;IE00BK1PV551;000A1XEY2;XDWL;EXCHANGE TRADED FUNDS - PASSIV
VANG.FTSE A.W. DLA;IE00BK5BQT80;000A2PKXG;VWCE;EXCHANGE TRADED FUNDS - PASSIV
VANG.FTSE N.AME.U.ETF DLA;IE00BK5BQW10;000A2PLBJ;VNRA;EXCHANGE TRADED FUNDS - PASSIV
VANG.FTSE DEV.EU.UETF EOA;IE00BK5BQX27;000A2PLBK;VWCG;EXCHANGE TRADED FUNDS - PASSIV
VANG.FTSE D.E.XUK ETF EOA;IE00BK5BQY34;000A2PLBL;VERE;EXCHANGE TRADED FUNDS - PASSIV
VANG.FTSE D.A.P.X.J.DLA.;IE00BK5BQZ41;000A2PLTA;VGEK;EXCHANGE TRADED FUNDS - PASSIV
